BG_ID,Gene,Synonym,Size,Mutant,Contributor,TW,PW,Prediction,Prophage,Product,Reference
BG11173,ycbR,ycbR,243,YCBRd,Dr. Yamane,No,,,,similar to toxic cation resistance protein,
BG11174,phoD,phoD,556,,,,No,,,phosphodiesterase,Microbiology 1996 Aug;142 ( Pt 8):2041-7
BG12777,tatAD,tatAd,70,YCZBdd,Dr. Yamane,No,,,,component of the twin-arginine pre-protein translocation pathway,
BG11175,tatCD,tatCd,245,YCBTd,Dr. Yamane,No,,,,component of the twin-arginine pre-protein translocation pathway,
BG10873,pcp,pcp,215,PCPd,Dr. Ogasawara,No,,,,pyrrolidone-carboxylate peptidase,
BG11176,ycbU,ycbU,370,YCBUd,Dr. Yamane,No,,,,aminotransferase class-V family,
BG12613,lmrB,lmrB,479,LMRBd,Dr. Ogasawara,No,,,,"lincomycin-resistance protein, drug export protein",
BG12612,lmrA,lmrA,188,LMRAd,Dr. Ogasawara,No,,,,transcriptional repressor (TetR family) of the lincomycin operon,
BG12755,yccC,ansZ,375,YCCCd,Dr. Yamane,No,,,,L-asparaginase,
BG10679,lip,lipA,212,LIPAd,Dr. Ogasawara,No,,,,extracellular lipase,
BG12778,yczC,yczC,127,YCZCd,Dr. Yamane,No,,,,conserved membrane protein,
BG12756,yccF,yccF,358,YCCFd,Dr. Yamane,No,,,,putative metal-binding protein,
BG11997,yccG,yccG,318,YCCGd,Dr. Yamane,No,,,,two-component sensor histidine kinase. potential cognate response regulator is YccH,
BG11998,yccH,yccH,233,YCCHd,Dr. Yamane,No,,,,two-component response regulator. potential cognate sensor kinase is YccG,
BG11338,natA,natA,246,NATAd,Dr. Yamane,No,,,,Na+ extrusion transport system ATP-binding protein,
BG11339,natB,natB,386,NATBd,Dr. Yamane,No,,,,Na+ extrusion transport system permease protein,
BG11340,yccK,yccK,310,YCCKd,Dr. Yamane,No,,,,aldo/keto reductase family,
BG12757,ycdA,ycdA,354,YCDAd,Dr. Yamane,No,,,,function unknown and unique,
BG12758,ycdB,ycdB,472,YCDBd,Dr. Yamane,No,,,,similar gene in B. subtilis,
BG12759,ycdC,ycdC,453,YCDCd,Dr. Yamane,No,,,,similar gene in B. subtilis,
BG12760,ycdD,ycdD,167,YCDDd,Dr. Yamane,No,,,,"peptidoglycan hydrolase, LD-endopeptidase family",
BG12663,rapJ,rapJ,373,,,,,No,,response regulator aspartate phosphatase,
BG12761,ycdF,ycdF,258,YCDFd,Dr. Yamane,No,,,,glucose 1-dehydrogenase II,
BG12762,ycdG,ycdG,561,YCDGd,Dr. Yamane,No,,,,"oligo-1,6-glucosidase",
BG12763,ycdH,ycdH,319,YCDHd,Dr. Yamane,No,,,,zinc transport system substrate-binding protein,
BG12764,ycdI,ycdI,231,YCDId,Dr. Yamane,No,,,,zinc transport system ATP-binding protein,
BG12765,yceA,yceA,280,YCEAd,Dr. Yamane,No,,,,zinc transport system permease protein,
BG12766,yceB,yceB,313,YCEBd,Dr. Yamane,No,,,,nitro/flavin reductase capable of interacting with the bacterial luciferase,
BG12767,yceC,yceC,199,YCECd,Dr. Yamane,No,,,,similar to tellurium resistance protein,
BG12768,yceD,yceD,193,YCEDd,Dr. Yamane,No,,,,similar to tellurium resistance protein,
BG12769,yceE,yceE,192,YCEEd,Dr. Yamane,No,,,,similar to tellurium resistance protein,
BG12770,yceF,yceF,257,YCEFd,Dr. Yamane,No,,,,"similar to tellurium resistance protein, probable transporter",
BG12771,yceG,yceG,537,YCEGd,Dr. Yamane,No,,,,conserved protein,
BG12772,yceH,yceH,363,YCEHd,Dr. Yamane,No,,,,similar to toxic anion resistance protein,
BG12773,yceI,yceI,400,YCEId,Dr. Yamane,No,,,,Probable sugar transporter,
BG12774,yceJ,yceJ,390,YCEJd,Dr. Yamane,No,,,,possible multidrug-efflux transporter,
BG12775,yceK,yceK,100,YCEKdd,Dr. Yamane,No,,,,probable transcriptional regulator (ArsR family),
BG11370,opuAA,opuAA,418,,,,,No,,glycine betaine transport system ATP-binding protein,
BG11371,opuAB,opuAB,282,,,,No,,,glycine betaine transport system permease protein, J Biol Chem 1995 Jul 14;270(28):16701-13
BG11372,opuAC,opuAC,293,,,,No,,,glycine betaine transport system substrate-binding protein, J Biol Chem 1995 Jul 14;270(28):16701-13
BG11789,amhX,amhX,389,,,,No,,,amidohydrolase,FEMS Microbiol Lett 1996 Aug 1;141(2-3):129-37
BG11999,ycgA,ycgA,396,YCGAd,Dr. Yamane,No,,,,conserved membrane protein,
BG12000,ycgB,ycgB,193,YCGBd,Dr. Yamane,No,, ,,function unknown and unique,
BG10473,amyE,amyE,660,,,,No,,,alpha-amylase,J Bacteriol 1983. 156:327-37
BG19003,ldh,ldh,321,LCTEd,Dr. Ogasawara,No,,,,L-lactate dehydrogenase,
BG12001,lctP,lctP,541,LCTPd,Dr. Ogasawara,No,,,,L-lactate permease,
BG12002,mdr,mdr,426,,,,No,,,multidrug-efflux transporter,Proc Natl Acad Sci USA 1991. 88:4781-5
BG12003,ycgE,ycgE,155,YCGEd,Dr. Yamane,No,,,,probable transcriptional regulator (MarR family),
BG12004,ycgF,ycgF,209,YCGFd,Dr. Yamane,No,,,,RhtB subfamily of amino-acid-efflux protein,
BG12005,ycgG,ycgG,253,YCGGd,Dr. Yamane,No,,,,conserved protein,
BG12006,ycgH,ycgH,377,YCGHd,Dr. Yamane,No,,,,probable amino acid transporter,
BG12007,ycgI,ycgI,244,YCGId,Dr. Yamane,No,,,,conserved protein,
BG10694,nadE,nadE,272,,,,Yes,,,NH3-dependent NAD+ synthetase,J Biol Chem 1995 Mar 17;270(11):6181-5
BG10456,tmrB,tmrB,197,TMRBd,Dr. Ogasawara,No,,,,tunicamycin resistance protein,
BG10457,aroK,aroK,186,AROId,Dr. Ogasawara,No,,,,shikimate kinase,
BG12008,ycgJ,ycgJ,228,YCGJd,Dr. Yamane,No,,,,conserved protein,
BG12009,ycgK,ycgK,324,YCGKd,Dr. Yamane,No,,,,probable transcriptional regulator (LysR family),
BG11919,cah,cah,318,CAHd,Dr. Ogasawara,No,,,,cephalosporin C deacetylase,
BG12010,ycgL,ycgL,260,YCGLd,Dr. Yamane,No,,,,conserved protein,
BG12011,ycgM,ycgM,303,YCGMd,Dr. Yamane,No,,,,probable proline oxidase,
BG12012,ycgN,ycgN,515,YCGNd,Dr. Yamane,No,,,,1-pyrroline-5-carboxylate dehydrogenase,
BG12013,ycgO,ycgO,449,YCGOd,Dr. Yamane,No,,,,probable proline permease,
BG12014,ycgP,ycgP,411,YCGPd,Dr. Yamane,No,,,,conserved protein,
BG12015,ycgQ,ycgQ,285,YCGQd,Dr. Yamane,No,,,,conserved membrane protein,
BG12016,ycgR,ycgR,294,YCGRd,Dr. Yamane,No,,,,conserved membrane protein,
BG12017,ycgS,ycgS,284,YCGSd,Dr. Yamane,No,,,,similar to aromatic hydrocarbon catabolism protein,
BG12018,ycgT,ycgT,336,YCGTd,Dr. Yamane,No,,,,similar to thioredoxin reductase,
BG11098,nasF,nasF,483,,,,No,,,uroporphyrin-III C-methyltransferase,J Bacteriol 1995 Mar;177(5):1409-13
BG11097,nasE,nasE,106,,,,No,,,assimilatory nitrite reductase small subunit,J Bacteriol 1995 Mar;177(5):1409-13
BG11096,nasD,nasD,805,,,,No,,,assimilatory nitrite reductase large subunit,J Bacteriol 1995 Mar;177(5):1409-13
BG11095,nasC,nasC,710,,,,No,,,assimilatory nitrate reductase catalytic subunit,J Bacteriol 1995 Mar;177(5):1409-13
BG11094,nasB,nasB,770,,,,No,,,assimilatory nitrate reductase electron transfer subunit,J Bacteriol 1995 Mar;177(5):1409-13
BG11093,nasA,nasA,421,,,,No,,,nitrate transporter,J Bacteriol 1995 Mar;177(5):1409-13
BG12019,yciA,yciA,305,YCIAd,Dr. Yamane,No,,,,conserved protein,
BG12020,yciB,yciB,194,YCIBd,Dr. Yamane,No,,,,conserved protein,
BG12021,yciC,yciC,397,YCICd,Dr. Yamane,No,,,,probable zinc transport protein,
BG11177,yckA,yckA,226,YCKAd,Dr. Yamane,No,,,,probable polar amino acid transport system permease protein,
BG11178,yckB,yckB,287,YCKBd,Dr. Yamane,No,,,,probable polar amino acid transport system substrate-binding protein,
BG11179,yckC,yckC,151,YCKCd,Dr. Yamane,No,,,,"membrane protein, similar gene in B. subtilis",
BG11180,yckD,yckD,110,YCKDd,Dr. Yamane,No,,,,function unknown and unique,
BG11181,yckE,yckE,477,YCKEd,Dr. Ogasawara,No,,,,beta-glucosidase,
BG10839,nin,comJ,132,,,,No,,,inhibitor of the DNA degrading activity of NucA, J Bacteriol 1988 Aug;170(8):3703-10
BG10838,nucA,comI,147,,,,No,,,membrane-associated nuclease, J Bacteriol 1988 Aug;170(8):3703-10
BG10790,tlpC,tlpC,573,,,,No,,,methyl-accepting chemotaxis protein, Microbiology 1994 Aug;140 ( Pt 8):1847-54
BG11182,hxlB,hxlB,185,YCKFd,Dr. Yamane,No,,,,6-phospho-3-hexuloisomerase,
BG11183,hxlA,hxlA,210,YCKGd,Dr. Yamane,No,,,,3-hexulose-6-phosphate synthase,
BG11184,hxlR,hxlR,120,YCKHd,Dr. Yamane,No,,,,positive regulator of HxlAB,
BG10168,srfAA,srfAA,3588,,,,No,,,surfactin synthetase subunit 1,J Bacteriol 1991. 173:1770-8
BG10169,srfAB,srfAB,3587,,,,No,,,surfactin synthetase subunit 2,Mol Microbiol 1993. 5:833-841
BG11045,comS,comS,46,,,,No,,,competence protein S,Proc Natl Acad Sci USA 1994. 91:9397-401
BG10170,srfAC,srfAC,1274,,,,No,,,surfactin synthetase subunit 3,Mol Microbiol 1993. 5:833-841
BG10171,srfAD,srfAD,242,,,,No,,,surfactin synthetase subunit 4,Mol Microbiol 1993. 5:833-841
BG10172,ycxA,ycxA,409,YCXAd,Dr. Yamane,No,,,,probable transporter,
BG10173,ycxB,ycxB,185,YCXBd,Dr. Yamane,No,,,,function unknown and unique,
BG10174,ycxC,ycxC,312,YCXCd,Dr. Yamane,No,,,,conserved membrane protein,
BG10175,ycxD,ycxD,444,YCXDd,Dr. Yamane,No,,,,probable transcriptional regulator (GntR family) with an aminotransferase domain,
BG10176,sfp,sfp,165,,,,No,,,4'-phosphopantetheinyl transferase,Mol Gen Genet 1992 Mar;232(2):313-21
BG12779,yczE,yczE,215,YCZEd,Dr. Yamane,No,,,,conserved membrane protein,
BG11185,yckI,yckI,247,YCKId,Dr. Yamane,No,,,,probable polar amino acid transport system ATP-binding protein,
BG11186,yckJ,yckJ,234,YCKJd,Dr. Yamane,No,,,,probable polar amino acid transport system permease protein,
BG11187,yckK,yckK,268,YCKKd,Dr. Yamane,No,,,,probable polar amino acid transport system substrate-binding protein,
BG12022,yclA,yclA,290,YCLAd,Dr. Yamane,No,,,,probable transcriptional regulator (LysR family),
BG12023,yclB,yclB,204,YCLBd,Dr. Yamane,No,,,,similar to vanillic acid non-oxidative decarboxylase,
BG12024,yclC,yclC,473,YCLCd,Dr. Yamane,No,,,,similar to vanillic acid non-oxidative decarboxylation gene,
BG12025,yclD,yclD,229,YCLEd,Dr. Yamane,No,,,,similar to vanillic acid non-oxidative decarboxylation gene,
BG12026,yclE,yclE,281,YCLFd,Dr. Yamane,No,,,,similar to prolyl aminopeptidase,
BG12027,yclF,yclF,492,YCLGd,Dr. Yamane,No,,,,putative di-tripeptide transport system permease protein,
BG12028,yclG,yclG,584,YCZFdd,Dr. Yamane,No,,,,similar to prophage gene in B. subtilis,
BG12780,yczF,yczF,73,YCZFd,Dr. Yamane,No,,,,function unknown and unique,
BG11392,gerKA,gerKA,544,,,,,No,,spore germination protein KA,
BG11394,gerKC,gerKC,407,,,,,No,,spore germination protein KC,
BG11393,gerKB,gerKB,373,,,,,No,,spore germination protein KB,
BG12029,yclH,yclH,226,YCLHd,Dr. Yamane,No,,,,ABC transport system ATP-binding protein,
BG12030,yclI,yclI,486,YCLId,Dr. Yamane,No,,,,ABC transport system permease protein,
BG12031,yclJ,yclJ,227,YCLJd,Dr. Yamane,No,,,,two-component response regulator. potential cognate sensor kinase is YclK,
BG12032,yclK,yclK,473,YCLKd,Dr. Yamane,No,,,,two-component sensor histidine kinase. potential cognate response regulator is YclJ,
BG11966,rapC,rapC,382,RAPCd,Dr. Yamane,No,,,,response regulator aspartate phosphatase,
BG11959,phrC,phrC,40,,,,No,,,regulator of the activity of phosphatase RapC and competence and sporulation stimulating factor (CSF),Genes Dev 1996 Aug 15;10(16):2014-24
BG12033,yclM,yclM,454,YCLMd,Dr. Yamane,No,,,,aspartate kinase,
BG12034,yclN,yclN,316,YCLNd,Dr. Yamane,No,,,,probable ferrichrome transport system permease protein,
BG12035,yclO,yclO,315,YCLOd,Dr. Yamane,No,,,,probable ferrichrome transport system permease protein,
BG12036,yclP,yclP,252,YCLPd,Dr. Yamane,No,,,,probable ferrichrome transport system ATP-binding protein,
BG12037,yclQ,yclQ,317,YCLQd,Dr. Yamane,No,,,,probable ferrichrome transport system substrate-binding protein,
BG12038,ycnB,ycnB,472,YCNBd,Dr. Yamane,No,,,,similar to drug antiporter,
BG12039,ycnC,ycnC,292,YCNCd,Dr. Yamane,No,,,,probable transcriptional regulator (TetR/AcrR family),
BG12040,ycnD,nfrA2,249,YCNDd,Dr. Yamane,No,,,,NADPH-linked nitro/flavin reductase,
BG12041,ycnE,ycnE,95,YCNEdd,Dr. Yamane,No,,,,conserved protein,
BG12781,yczG,yczG,104,YCZGd,Dr. Yamane,No,,,,probable to transcriptional regulator (ArsR family),
BG12042,gabR,gabR,479,YCNFd,Dr. Yamane,No,,,,transcriptional activator of gabTD gene,
BG12043,gabT,gabT,436,YCNGd,Dr. Yamane,No,,,,4-aminobutyrate aminotransferase,
BG12044,gabD,gabD,462,YCNHd,Dr. Yamane,No,,,,succinate-semialdehyde dehydrogenase,
BG11066,glcU,glcU,287,YCXEd,Dr. Yamane,No,,,,glucose uptake protein,
BG10545,gdh,gdh,261,GDHd,Dr. Ogasawara,No,,,,glucose 1-dehydrogenase,
BG12045,ycnI,ycnI,204,YCNId,Dr. Yamane,No,,,,conserved membrane protein,
BG12046,ycnJ,ycnJ,541,YCNJd,Dr. Yamane,No,,,,similar to copper export protein,
BG12047,ycnK,ycnK,190,YCNKd,Dr. Yamane,No,,,,probable transcriptional regulator (DeoR family),
BG12048,ycnL,ycnL,117,YCNLd,Dr. Yamane,No,,,,function unknown and unique,
BG11215,mtlA,mtlA,610,MTLAd,Dr. Yamane,No,,,,PTS mannitol-specific enzyme IICBA component,
BG11216,mtlD,mtlD,366,MTLDd,Dr. Yamane,No,,,,mannitol-1-phosphate 5-dehydrogenase,
BG11222,ycsA,ycsA,354,YCSAd,Dr. Yamane,No,,,,similar to 3-isopropylmalate dehydrogenase,
BG11223,sipU,sipU,187,,,,No,,,type I signal peptidase,J Biol Chem 1997 Oct 10;272(41):25983-92
BG12782,yczH,yczH,185,YCZH,Dr. Yamane,No,,,,dienelactone hydrolase family protein,
BG11225,ycsD,ycsD,130,YCSDd,Dr. Yamane,No,,,,similar to hydroxymyristoyl-(acyl carrier protein) dehydratase,
BG11226,ycsE,ycsE,249,YCSEd,Dr. Yamane,No,,,,putative hydrolase,
BG11227,ycsF,ycsF,257,YCSFd,Dr. Yamane,No,,,,similar to lactam utilization protein,
BG11228,ycsG,ycsG,404,YCSGd,Dr. Yamane,No,,,,similar to branched chain amino acids transporter,
BG11230,ycsI,ycsI,263,YCSId,Dr. Yamane,No,,,,conserved protein,
BG11231,kipI,kipI,240, ,,,No,,,inhibitor of KinA,Genes Dev 1997 Oct 1;11(19):2569-79
BG14193,kipA,kipA,337,,,,No,,,antagonist of KipI,
BG11214,kipR,kipR,246,,,,No,,,transcriptional regulator of the kip operon,Genes Dev 1997 Oct 1;11(19):2569-79
BG11232,ycsK,ycsK,213,YCSKd,Dr. Yamane,No,,,,Lipase/Acylhydrolase with GDSL-like motif,
BG12783,yczI,yczI,81,YCZIdd,Dr. Yamane,No,,,,function unknown and unique,
BG12784,yczJ,yczJ,95,YCZJdd,Dr. Yamane,No,,,,conserved protein,
BG11234,pbpC,pbpC,668,,,,No,,,penicillin-binding protein 3, J Bacteriol 1996 Oct;178(20):6001-5
BG11235,ycsN,ycsN,300,YCSNd,Dr. Yamane,No,,,,similar to aryl-alcohol dehydrogenase,
BG12049,mtlR,mtlR,694,YDAAd,Dr. Ogasawara,No,,,,"transcriptional antiterminator, activator of the mannitol operon (mtlAD)",
BG12050,ydaB,ydaB,465,YDABd,Dr. Ogasawara,No,,,,similar to feruloyl-CoA synthetase,
BG12051,ydaC,ydaC,181,YDACd,Dr. Ogasawara,No,,,,putative methyltransferase family,
BG12052,ydaD,ydaD,286,YDADd,Dr. Ogasawara,No,,,,similar to alcohol dehydrogenase,
BG12053,ydaE,ydaE,167,YDAEd,Dr. Ogasawara,No,,,,function unknown and unique,
BG12054,ydaF,ydaF,183,YDAFd,Dr. Ogasawara,No,,,,Acetyltransferase (GNAT) family,
BG19017,ydaG,ydaG,140,YDAGd,Dr. Ogasawara,No,,,,general stress protein 26,
BG12055,ydaH,ydaH,269,YDAHd,Dr. Ogasawara,No,,,,conserved membrane protein,
BG12807,ydzA,ydzA,96,YDZAc,Dr. Ogasawara,No,,,,conserved membrane protein,
BG12056,lrpC,lrpC,144,,,,No,,,transcriptional regulator (Lrp family) [ui:20075146 20372623], Mol Gen Genet 1997 Sep;256(1):63-71
BG11979,topB,topB,727,TOPBd,Dr. Ogasawara,No,,,,DNA topoisomerase III,
BG12057,ydaJ,ydaJ,362,YDAJd,Dr. Ogasawara,No,,,,similar to endoglucanase,
BG12058,ydaK,ydaK,283,YDAKd,Dr. Ogasawara,No,,,,conserved membrane protein,
BG12059,ydaL,ydaL,569,YDALd,Dr. Ogasawara,No,,,,function unknown and unique,
BG12060,ydaM,ydaM,420,YDAMd,Dr. Ogasawara,No,,,,putative gycosyltransferase involved in cell wall biogenesis,
BG12061,ydaN,ydaN,703,YDANd,Dr. Ogasawara,No,,,,putative cellulose synthase,
BG12062,ydaO,ydaO,607,YDAOd,Dr. Ogasawara,No,,,,putative amino acid permease,
BG11956,mutT,mutT,149,MUTTd,Dr. Ogasawara,No,,,,"NTP pyrophosphohydrolase family, similar to mutator protein",
BG12063,ydaP,ydaP,574,YDAPd,Dr. Kawamura,No,,,,probable pyruvate oxidase,
BG12064,ydaQ,ydaQ,96,YDAQc,Dr. Ogasawara,No,,,,function unknown and unique,
BG12065,mntH,mntH,425,YDARd,Dr. Kawamura,No,,,,"manganese transport protein, Nramp family",
BG12066,ydaS,ydaS,85,YDASdd,Dr. Ogasawara,No,,,,conserved membrane protein,
BG12067,ydaT,ydaT,150,YDATd,Dr. Ogasawara,No,,,,conserved protein,
BG12068,ydbA,ydbA,272,YDBAd,Dr. Ogasawara,No,,,,similar to ABC transporter (binding protein),
BG10826,gsiB,gsiB,123,,,,No,,,general stress protein,J Bacteriol 1992 Jul;174(13):4361-73????
BG12069,ydbB,ydbB,113,YDBBd,Dr. Ogasawara,No,,,,conserved protein,
BG12070,ydbC,ydbC,119,YDBCd,Dr. Ogasawara,No,,,,function unknown and unique,
BG12071,ydbD,ydbD,273,YDBDd,Dr. Ogasawara,No,,,,"general stress protein, similar to manganese-containing catalase",
BG12072,dctB,dctB,350,YDBEd,Dr. Ogasawara,No,,,,C4-dicarboxylate binding protein,
BG12073,dctS,dctS,535,YDBFd,Dr. Ogasawara,No,,,,two-component sensor histidine kinase involved in C4-dicarboxylate transport. cognate response regulator is DctR,
BG12074,dctR,dctR,226,YDBGd,Dr. Ogasawara,No,,,,two-component response regulator involved in C4-dicarboxylate transport. cognate sensor kinase is DctS,
BG12075,dctP,dctP,421,YDBHd,Dr. Ogasawara,No,,,,C4-dicarboxylate transport protein,
BG12076,ydbI,ydbI,350,YDBId,Dr. Kawamura,No,,,,conserved membrane protein,
BG12077,ydbJ,ydbJ,308,YDBJd,Dr. Ogasawara,No,,,,probable ABC transport system ATP-binding protein,
BG12078,ydbK,ydbK,246,YDBKd,Dr. Kawamura,No,,,,probable ABC transport system permease protein,
BG12079,ydbL,ydbL,111,YDBLd,Dr. Ogasawara,No,,,,function unknown and unique,
BG12080,ydbM,ydbM,381,YDBMd,Dr. Kawamura,No,,,,similar to butyryl-CoA dehydrogenase,
BG12081,ydbN,ydbN,59,YDBNd,Dr. Ogasawara,No,,,,function unknown and unique,
BG12082,ydbO,ydbO,290,YDBOd,Dr. Kawamura,No,,,,probable cation efflux protein,
BG12083,ydbP,ydbP,106,YDBPd,Dr. Ogasawara,No,,,,similar to thioredoxin,
BG11932,ddl,ddlA,354,DDLAp,Dr. Ogasawara,Yes,,,,D-alanyl-D-alanine ligase A,
BG12084,murF,murF,457,MURFp,Dr. Ogasawara,Yes,,,,"UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate-D-alanyl-D -alanyl ligase",
BG12085,ydbR,ydbR,511,YDBRd,Dr. Yamane,No,,,,probable ATP-dependent RNA helicase,
BG12086,ydbS,ydbS,159,YDBSd,Dr. Ogasawara,No,,,,conserved membrane protein,
BG12087,ydbT,ydbT,493,YDBTd,Dr. Ogasawara,No,,,,conserved membrane protein,
BG12088,ydcA,ydcA,199,YDCAd,Dr. Kawamura,No,,,,conserved membrane protein,
BG12089,acpS,acpS,121,YDCBp,Dr. Ogasawara,Yes,,,,holo-[acyl-carrier protein] synthase,
BG12090,ydcC,ydcC,373,YDCCd,Dr. Kawamura,No,,,,conserved membrane protein,
BG10950,alr,dal,389,DALp,Dr. Ogasawara,Yes,,,,D-alanine racemase,Bio/Technology 1985. 3:1003-7?
BG12091,ydcD,ydcD,93,YDCDc,Dr. Ogasawara,No,,,,putative transcrirtiona regulator (copG family),
BG12092,ydcE,ydcE,116,YDCEdd,Dr. Ogasawara,No,,,,similar to toxiin protein,
BG11090,rsbR,rsbR,274,,,,No,,,positive regulator of sigma-B activity, Mol Microbiol 1997 May;24(3):567-78
BG11091,rsbS,rsbS,121,,,,No,,,negative regulator of sigma-B activity (antagonist of RsbT),J Bacteriol 1996 Jul;178(13):3846-53
BG11092,rsbT,rsbT,133,,,,No,,,positive regulator of sigma-B activity (switch protein/serine-threonine kinase),J Bacteriol 1996 Jul;178(13):3846-53
BG11057,rsbU,rsbU,335,,,,No,,,indirect positive regulator of sigma-B activity (PP2C serine phosphatase),J Bacteriol 1995 Jan;177(1):114-22
BG10733,rsbV,rsbV,109,,,,No,,,positive regulator of sigma-B activity (anti-anti-sigma factor),J Bacteriol 1992 Jun;174(11):3695-706
BG10734,rsbW,rsbW,160,,,,No,,,"negative regulator of sigma-B activity (switch protein/serine kinase, anti-sigma factor)",J Bacteriol 1992 Jun;174(11):3695-706
BG10735,sigB,sigB,264,,,,No,,,RNA polymerase general stress sigma factor,Proc Natl Acad Sci U S A 1986 Aug;83(16):5943-7
BG10736,rsbX,rsbX,199,,,,No,,,indirect negative regulator of sigma-B activity (PP2C serine phosphatase),J Bacteriol 1992 Jun;174(11):3695-706
BG12093,ydcF,ydcF,97,YDCFdd,Dr. Ogasawara,No,,,,function unknown and unique,
BG12094,ydcG,ydcG,146,YDCGd,Dr. Ogasawara,No,,,,conserved protein,
BG12095,ydcH,ydcH,147,YDCHd,Dr. Ogasawara,No,,,,possible trascriptional regulator (MarR family),
BG12096,ydcI,ydcI,719,YDCId,Dr. Ogasawara,No,,,,putative RNA binding protein containing S1 RNA binding domain,
BG12098,ydcK,ydcK,150,YDCKd,Dr. Kawamura,No,,,,conserved protein,
BG12099,ydcL,ydcL,368,,,,,,phage,similar to phage integrase,
BG12100,ydcM,ydcM,169,,,,,,phage,similar to immunity region protein in prophage,
BG12101,ydcN,ydcN,127,YDDNd,Dr. Kawamura,No,,,phage,similar to transcriptional regulator (phage-related) (Xre family),
BG12670,sacV,sacV,64,,,,,,phage,transcriptional regulator of the levansucrase gene,
BG12102,ydcO,ydcO,86,,,,,,phage,function unknown and unique,
BG12103,ydcP,ydcP,126,,,,,,phage,similar to transposon protein,
BG12104,ydcQ,ydcQ,480,YDDQd,Dr. Kawamura,No,,,phage,"similar to transposon protein, FtsK/SpoIIIE family",
BG12105,ydcR,ydcR,352,YDDRd,Dr. Kawamura,No,,,phage,similar to transposon protein,
BG12106,ydcS,ydcS,89,YDDSd,Dr. Kawamura,No,,,phage,similar to YdcT,
BG12107,ydcT,ydcT,88,,,,,,phage,similar to YdcT,
BG12108,yddA,yddA,102,,,,,,phage,similar gene in other organism,
BG12109,yddB,yddB,354,,,,,,phage,similar to transposon protein,
BG12110,yddC,yddC,82,,,,,,phage,function unknown and unique,
BG12111,yddD,yddD,174,,,,,,phage,function unknown and unique,
BG12112,yddE,yddE,831,,,,,,phage,similar to transposon protein,
BG12113,yddF,yddF,108,,,,,,phage,function unknown and unique,
BG12114,yddG,yddG,815,,,,,,phage,similar to transposon protein,
BG12115,yddH,yddH,329,,,,,,phage,"peptidoglycan hydrolase, DL-endopeptidase II family",
BG12116,yddI,yddI,168,,,,,,phage,function unknown and unique,
BG12117,yddJ,yddJ,126,,,,,,phage,function unknown and unique,
BG12118,yddK,yddK,266,,,,,,phage,function unknown and unique,
BG12119,rapI,rapI,391,,,,,,phage,response regulator aspartate phosphatase,
BG12645,phrI,phrI,39,,,,,,phage,regulator of the activity of phosphatase RapI,
BG12120,yddM,yddM,313,,,,,,phage,function unknown and unique,
BG12121,yddN,yddN,339,YDDNd,Dr. Kawamura,No,,,,LuxAB-like protein (oxygenase),
BG12122,lrpA,lrpA,136,LRPAd,Dr. Ogasawara,No,,,,transcriptional regulator (Lrp family),
BG12123,lrpB,lrpB,149,LRPBd,Dr. Ogasawara,No,,,,transcriptional regulator (Lrp family),
BG12124,yddQ,yddQ,180,YDDQd,Dr. Kawamura,No,,,,isochorismatase family,
BG12125,yddR,yddR,254,YDDRd,Dr. Kawamura,No,,,,putative Zn-dependent hydrolases of the beta-lactamase fold,
BG12126,yddS,yddS,436,YDDSd,Dr. Kawamura,No,,,,similar to metabolite transport protein,
BG12127,yddT,yddT,228,YDDTd,Dr. Ogasawara,No,,,,hughly homologous to YomT in phage SPBc2,
BG12128,ydeA,ydeA,197,YDEAd,Dr. Kawamura,No,,,,conserved protein,
BG11024,cspC,cspC,66,,,,No,,,cold shock protein, Mol Microbiol 1997 Aug;25(4):741-56
BG12129,ydeB,ydeB,153,YDEBd,Dr. Kawamura,No,,,,"putative transcriptional regulators, similar to M. xanthus CarD",
BG12808,ydzE,ydzE,78,YDZEdd,Dr. Ogasawara,No,,,,function unknown and unique,
BG12130,ydeC,ydeC,291,YDECd,Dr. Ogasawara,No,,,,probable transcriptional regulator (AraC/XylS family),
