Position,Locus Tag,Replicon,Class - General,Class - Specific,# TA Sites,% Sites Hit,Reads per Site Hit,EL-ARTIST Call,Gene Function,Protein ID,%GC,K12 Homolog ,Call in Keio Collection,COG,,,,,,,,,,,,,,,,,,,,,,,
133,EDL933_RS00660,chromosome,protein_coding,protein_coding,28,68,20,Neutral,hypoxanthine phosphoribosyltransferase,WP_000683335.1,50.3,b0125,Not Essential,F,,,,,,,,,,,,,,,,,,,,,,,
134,EDL933_RS00665,chromosome,protein_coding,protein_coding,26,8,20,Underrepresented,carbonate dehydratase,WP_000651595.1,50.2,b0126,Essential,P,,,,,,,,,,,,,,,,,,,,,,,
135,EDL933_RS00670,chromosome,protein_coding,protein_coding,44,59,30,Neutral,ABC transporter ATP-binding protein,WP_000150612.1,49.3,b0127,Not Essential,V,,,,,,,,,,,,,,,,,,,,,,,
136,EDL933_RS00675,chromosome,protein_coding,protein_coding,33,58,28,Neutral,inner membrane transport permease YadH,WP_000972203.1,51.0,b0128,Not Essential,V,,,,,,,,,,,,,,,,,,,,,,,
137,EDL933_RS00680,chromosome,protein_coding,protein_coding,22,91,26,Neutral,PTS sugar transporter subunit IIA,WP_000902001.1,49.2,b0129,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
138,EDL933_RS00685,chromosome,protein_coding,protein_coding,66,70,19,Neutral,polysaccharide deacetylase family protein,WP_000277885.1,49.3,b0130,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
139,EDL933_RS00690,chromosome,protein_coding,protein_coding,12,50,15,Neutral,aspartate 1-decarboxylase,WP_000621515.1,52.5,b0131,Not Essential,H,,,,,,,,,,,,,,,,,,,,,,,
140,EDL933_RS29370,chromosome,protein_coding,protein_coding,9,78,17,Neutral,hypothetical protein,WP_001448894.1,50.2,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
141,EDL933_RS29375,chromosome,protein_coding,protein_coding,5,60,8,Neutral,hypothetical protein,WP_001691422.1,51.2,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
142,EDL933_RS00695,chromosome,protein_coding,protein_coding,40,75,26,Neutral,ISNCY family transposase,WP_000339951.1,48.6,b0132,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
143,EDL933_RS29380,chromosome,protein_coding,protein_coding,9,89,32,Neutral,hypothetical protein,WP_071525053.1,48.9,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
144,EDL933_RS00700,chromosome,protein_coding,protein_coding,28,64,21,Neutral,pantoate--beta-alanine ligase,WP_000905372.1,54.2,b0133,Not Essential,H,,,,,,,,,,,,,,,,,,,,,,,
145,EDL933_RS00705,chromosome,protein_coding,protein_coding,35,69,37,Neutral,3-methyl-2-oxobutanoate hydroxymethyltransferase,WP_000805473.1,54.1,b0134,Not Essential,H,,,,,,,,,,,,,,,,,,,,,,,
146,EDL933_RS00710,chromosome,protein_coding,protein_coding,80,75,29,Neutral,fimbrial protein,WP_001189050.1,43.6,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
147,EDL933_RS00715,chromosome,protein_coding,protein_coding,30,80,16,Neutral,fimbrial protein,WP_000882561.1,47.2,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
148,EDL933_RS00720,chromosome,protein_coding,protein_coding,41,81,31,Neutral,fimbrial protein,WP_000770084.1,45.4,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
149,EDL933_RS00725,chromosome,protein_coding,protein_coding,37,84,28,Neutral,fimbrial protein,WP_001460015.1,48.7,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
150,EDL933_RS00730,chromosome,protein_coding,protein_coding,156,71,28,Neutral,outer membrane usher protein,WP_000284240.1,48.9,---,Not Essential,NW,,,,,,,,,,,,,,,,,,,,,,,
151,EDL933_RS00735,chromosome,protein_coding,protein_coding,36,61,13,Neutral,fimbrial chaperone,WP_000484311.1,48.3,---,Not Essential,W,,,,,,,,,,,,,,,,,,,,,,,
152,EDL933_RS00740,chromosome,protein_coding,protein_coding,45,64,35,Neutral,fimbrial protein,WP_000709670.1,46.1,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
153,EDL933_RS00745,chromosome,protein_coding,protein_coding,27,19,10,Underrepresented,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase,WP_000215141.1,50.1,b0142,Essential,H,,,,,,,,,,,,,,,,,,,,,,,
154,EDL933_RS00750,chromosome,protein_coding,protein_coding,59,59,20,Neutral,polynucleotide adenylyltransferase PcnB,WP_000174643.1,55.7,b0143,Not Essential,J,,,,,,,,,,,,,,,,,,,,,,,
155,EDL933_RS00755,chromosome,protein_coding,protein_coding,31,77,23,Neutral,glutamyl-Q tRNA(Asp) synthetase,WP_000937419.1,53.8,b0144,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
156,EDL933_RS00760,chromosome,protein_coding,protein_coding,15,73,15,Neutral,RNA polymerase-binding transcription factor DksA,WP_001155227.1,52.2,b0145,Not Essential,J,,,,,,,,,,,,,,,,,,,,,,,
157,EDL933_RS00765,chromosome,protein_coding,protein_coding,36,72,16,Neutral,DNA/RNA nuclease SfsA,WP_000396036.1,49.4,b0146,Not Essential,GT,,,,,,,,,,,,,,,,,,,,,,,
158,EDL933_RS00770,chromosome,protein_coding,protein_coding,19,63,31,Neutral,"RNA 2',3'-cyclic phosphodiesterase",WP_001283251.1,55.7,b0147,Not Essential,J,,,,,,,,,,,,,,,,,,,,,,,
159,EDL933_RS00775,chromosome,protein_coding,protein_coding,84,62,32,Neutral,ATP-dependent helicase HrpB,WP_001301969.1,56.7,b0148,Not Essential,J,,,,,,,,,,,,,,,,,,,,,,,
160,EDL933_RS31955,chromosome,protein_coding,protein_coding,5,80,4,Neutral,hypothetical protein,WP_001303794.1,53.1,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
161,EDL933_RS00785,chromosome,protein_coding,protein_coding,90,77,26,Neutral,bifunctional glycosyl transferase/transpeptidase,WP_000918155.1,54.9,b0149,Not Essential,M,,,,,,,,,,,,,,,,,,,,,,,
162,EDL933_RS00790,chromosome,protein_coding,protein_coding,118,79,27,Neutral,ferrichrome porin FhuA,WP_000124373.1,51.6,b0150,Not Essential,P,,,,,,,,,,,,,,,,,,,,,,,
163,EDL933_RS00795,chromosome,protein_coding,protein_coding,23,74,24,Neutral,iron(3+)-hydroxamate import ATP-binding protein FhuC,WP_001158929.1,56.8,b0151,Not Essential,PH,,,,,,,,,,,,,,,,,,,,,,,
164,EDL933_RS00800,chromosome,protein_coding,protein_coding,36,58,21,Neutral,iron-hydroxamate transporter substrate-binding subunit,WP_001301566.1,54.5,b0152,Not Essential,P,,,,,,,,,,,,,,,,,,,,,,,
165,EDL933_RS00805,chromosome,protein_coding,protein_coding,57,61,21,Neutral,Fe(3+)-hydroxamate ABC transporter permease FhuB,WP_000044031.1,60.1,b0153,Not Essential,P,,,,,,,,,,,,,,,,,,,,,,,
166,EDL933_RS00810,chromosome,protein_coding,protein_coding,47,9,6,Underrepresented,"glutamate-1-semialdehyde 2,1-aminomutase",WP_000045277.1,55.6,b0154,Essential,H,,,,,,,,,,,,,,,,,,,,,,,
167,EDL933_RS00815,chromosome,protein_coding,protein_coding,68,56,34,Neutral,ClC family H(+)/Cl(-) exchange transporter,WP_000845408.1,54.1,b0155,Not Essential,P,,,,,,,,,,,,,,,,,,,,,,,
168,EDL933_RS00820,chromosome,protein_coding,protein_coding,15,20,7,Underrepresented,iron-sulfur cluster insertion protein ErpA,WP_001295564.1,51.0,b0156,Essential,O,,,,,,,,,,,,,,,,,,,,,,,
169,EDL933_RS00825,chromosome,protein_coding,protein_coding,32,50,22,Neutral,hypothetical protein,WP_000964215.1,53.4,b0157,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
170,EDL933_RS00830,chromosome,protein_coding,protein_coding,26,58,28,Neutral,cobalamin-binding protein,WP_001129925.1,52.4,b0158,Not Essential,P,,,,,,,,,,,,,,,,,,,,,,,
171,EDL933_RS00835,chromosome,protein_coding,protein_coding,23,17,8,Underrepresented,5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase,WP_000689844.1,52.8,b0159,Not Essential,F,,,,,,,,,,,,,,,,,,,,,,,
172,EDL933_RS00840,chromosome,protein_coding,protein_coding,84,54,16,Neutral,deoxyguanosinetriphosphate triphosphohydrolase,WP_000057080.1,47.8,b0160,Not Essential,F,,,,,,,,,,,,,,,,,,,,,,,
173,EDL933_RS29385,chromosome,pseudogene,pseudogene,11,73,8,Neutral,hypothetical protein,---,40.7,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
174,EDL933_RS00845,chromosome,protein_coding,protein_coding,45,60,28,Neutral,periplasmic serine endoprotease DegP,WP_000753946.1,53.8,b0161,Not Essential,O,,,,,,,,,,,,,,,,,,,,,,,
175,EDL933_RS00850,chromosome,protein_coding,protein_coding,50,72,32,Neutral,CdaR family transcriptional regulator,WP_000929450.1,52.8,b0162,Not Essential,KT,,,,,,,,,,,,,,,,,,,,,,,
176,EDL933_RS00855,chromosome,protein_coding,protein_coding,24,71,32,Neutral,hypothetical protein,WP_000272188.1,44.4,b0163,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
177,EDL933_RS00860,chromosome,protein_coding,protein_coding,34,0,0,Underrepresented,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase",WP_001186649.1,53.1,b0166,Essential,E,,,,,,,,,,,,,,,,,,,,,,,
178,EDL933_RS31990,chromosome,pseudogene,pseudogene,9,22,10,Regional,hypothetical protein,---,47.0,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
179,EDL933_RS00870,chromosome,protein_coding,protein_coding,37,0,0,Underrepresented,methionine aminopeptidase,WP_001018194.1,49.8,b0168,Essential,J,,,,,,,,,,,,,,,,,,,,,,,
180,EDL933_RS09580,chromosome,protein_coding,protein_coding,17,12,2,Underrepresented,hypothetical protein,WP_000920491.1,36.3,---,Not Essential,X,,,,,,,,,,,,,,,,,,,,,,,
181,EDL933_RS00875,chromosome,protein_coding,protein_coding,22,0,0,Underrepresented,30S ribosomal protein S2,WP_000246882.1,51.2,b0169,Essential,J,,,,,,,,,,,,,,,,,,,,,,,
182,EDL933_RS29395,chromosome,protein_coding,protein_coding,15,13,6,Underrepresented,hypothetical protein,WP_001297058.1,51.4,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
183,EDL933_RS00880,chromosome,protein_coding,protein_coding,24,0,0,Underrepresented,elongation factor Ts,WP_000818114.1,49.8,b0170,Essential,J,,,,,,,,,,,,,,,,,,,,,,,
184,EDL933_RS00885,chromosome,protein_coding,protein_coding,27,4,10,Underrepresented,UMP kinase,WP_000224573.1,52.9,b0171,Essential,F,,,,,,,,,,,,,,,,,,,,,,,
185,EDL933_RS00890,chromosome,protein_coding,protein_coding,17,0,0,Underrepresented,ribosome-recycling factor,WP_000622418.1,50.9,b0172,Essential,J,,,,,,,,,,,,,,,,,,,,,,,
186,EDL933_RS00895,chromosome,protein_coding,protein_coding,42,0,0,Underrepresented,1-deoxy-D-xylulose-5-phosphate reductoisomerase,WP_000811924.1,52.6,b0173,Essential,I,,,,,,,,,,,,,,,,,,,,,,,
187,EDL933_RS00900,chromosome,protein_coding,protein_coding,39,0,0,Underrepresented,"ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)",WP_000979579.1,49.7,b0174,Essential,I,,,,,,,,,,,,,,,,,,,,,,,
188,EDL933_RS00905,chromosome,protein_coding,protein_coding,48,0,0,Underrepresented,phosphatidate cytidylyltransferase,WP_000922446.1,50.8,b0175,Essential,I,,,,,,,,,,,,,,,,,,,,,,,
189,EDL933_RS00910,chromosome,protein_coding,protein_coding,60,0,0,Underrepresented,zinc metalloprotease RseP,WP_001295561.1,50.8,b0176,Essential,OK,,,,,,,,,,,,,,,,,,,,,,,
190,EDL933_RS00915,chromosome,protein_coding,protein_coding,138,1,14,Underrepresented,outer membrane protein assembly factor BamA,WP_001240896.1,50.5,b0177,Essential,M,,,,,,,,,,,,,,,,,,,,,,,
191,EDL933_RS00920,chromosome,protein_coding,protein_coding,16,6,2,Underrepresented,chaperone protein Skp,WP_000758956.1,50.0,b0178,Not Essential,MO,,,,,,,,,,,,,,,,,,,,,,,
192,EDL933_RS00925,chromosome,protein_coding,protein_coding,41,2,6,Underrepresented,UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase,WP_001139282.1,52.9,b0179,Essential,M,,,,,,,,,,,,,,,,,,,,,,,
193,EDL933_RS00930,chromosome,protein_coding,protein_coding,16,0,0,Underrepresented,beta-hydroxyacyl-ACP dehydratase,WP_000210739.1,50.7,b0180,Essential,I,,,,,,,,,,,,,,,,,,,,,,,
194,EDL933_RS00935,chromosome,protein_coding,protein_coding,30,0,0,Underrepresented,acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase,WP_000565963.1,53.5,b0181,Essential,M,,,,,,,,,,,,,,,,,,,,,,,
195,EDL933_RS00940,chromosome,protein_coding,protein_coding,35,3,2,Underrepresented,lipid-A-disaccharide synthase,WP_000139661.1,53.7,b0182,Essential,M,,,,,,,,,,,,,,,,,,,,,,,
196,EDL933_RS31985,chromosome,pseudogene,pseudogene,137,34,12,Regional,hypothetical protein,---,41.3,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
197,EDL933_RS00950,chromosome,protein_coding,protein_coding,134,0,0,Underrepresented,DNA polymerase III subunit alpha,WP_001294772.1,55.0,b0184,Essential,L,,,,,,,,,,,,,,,,,,,,,,,
198,EDL933_RS00955,chromosome,protein_coding,protein_coding,36,3,20,Underrepresented,acetyl-CoA carboxylase carboxyl transferase subunit alpha,WP_000055741.1,52.9,b0185,Essential,I,,,,,,,,,,,,,,,,,,,,,,,
199,EDL933_RS00960,chromosome,protein_coding,protein_coding,97,67,22,Neutral,lysine decarboxylase CadA,WP_001020954.1,51.0,b0186,Not Essential,E,,,,,,,,,,,,,,,,,,,,,,,
200,EDL933_RS00965,chromosome,protein_coding,protein_coding,15,73,24,Neutral,VOC family protein,WP_000901098.1,51.8,b0187,Not Essential,Q,,,,,,,,,,,,,,,,,,,,,,,
201,EDL933_RS00970,chromosome,protein_coding,protein_coding,34,3,12,Underrepresented,tRNA(Ile)-lysidine synthetase,WP_000176537.1,58.6,b0188,Essential,J,,,,,,,,,,,,,,,,,,,,,,,
202,EDL933_RS00975,chromosome,protein_coding,protein_coding,12,75,31,Neutral,protein rof,WP_001299435.1,48.2,b0189,Not Essential,K,,,,,,,,,,,,,,,,,,,,,,,
203,EDL933_RS00980,chromosome,protein_coding,protein_coding,9,89,28,Neutral,hypothetical protein,WP_000417058.1,50.7,b4406,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
204,EDL933_RS00985,chromosome,protein_coding,protein_coding,16,75,32,Neutral,hypothetical protein,WP_001185285.1,54.7,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
205,EDL933_RS00990,chromosome,protein_coding,protein_coding,11,82,31,Neutral,aminoacyl-tRNA hydrolase,WP_000635546.1,54.5,b0191,Not Essential,J,,,,,,,,,,,,,,,,,,,,,,,
206,EDL933_RS00995,chromosome,protein_coding,protein_coding,33,70,19,Neutral,copper homeostasis/adhesion lipoprotein NlpE,WP_000239181.1,52.3,b0192,Not Essential,MV,,,,,,,,,,,,,,,,,,,,,,,
207,EDL933_RS01000,chromosome,protein_coding,protein_coding,34,71,28,Neutral,hypothetical protein,WP_001302206.1,49.2,b0193,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
208,EDL933_RS01005,chromosome,protein_coding,protein_coding,67,2,1,Underrepresented,proline--tRNA ligase,WP_001260720.1,54.5,b0194,Essential,J,,,,,,,,,,,,,,,,,,,,,,,
209,EDL933_RS01010,chromosome,protein_coding,protein_coding,29,55,24,Neutral,tRNA (N6-threonylcarbamoyladenosine(37)-N6)-methyltransferase TrmO,WP_000094000.1,54.5,b0195,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
210,EDL933_RS01015,chromosome,protein_coding,protein_coding,21,71,29,Neutral,Rcs stress response system protein RcsF,WP_001202328.1,53.6,b0196,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
211,EDL933_RS01020,chromosome,protein_coding,protein_coding,28,68,21,Neutral,methionine ABC transporter substrate-binding protein MetQ,WP_000874227.1,48.7,b0197,Not Essential,P,,,,,,,,,,,,,,,,,,,,,,,
212,EDL933_RS01025,chromosome,protein_coding,protein_coding,33,79,19,Neutral,methionine ABC transporter,WP_001294606.1,52.1,b0198,Not Essential,E,,,,,,,,,,,,,,,,,,,,,,,
213,EDL933_RS01030,chromosome,protein_coding,protein_coding,38,71,39,Neutral,methionine import ATP-binding protein MetN,WP_000593994.1,51.9,b0199,Not Essential,E,,,,,,,,,,,,,,,,,,,,,,,
214,EDL933_RS01035,chromosome,protein_coding,protein_coding,28,43,6,Neutral,"D-glycero-beta-D-manno-heptose 1,7-bisphosphate 7-phosphatase",WP_001140187.1,50.2,b0200,Not Essential,E,,,,,,,,,,,,,,,,,,,,,,,
215,EDL933_RS01040,chromosome,RNA,rRNA,70,69,8,Neutral,16S ribosomal RNA,---,54.2,b0201,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
216,EDL933_RS01045,chromosome,RNA,tRNA,4,50,7,Neutral,tRNA-Ile,---,57.1,b3852,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
217,EDL933_RS01050,chromosome,RNA,tRNA,3,100,11,Neutral,tRNA-Ala,---,63.2,b3853,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
218,EDL933_RS01055,chromosome,RNA,rRNA,147,71,6,Neutral,23S ribosomal RNA,---,53.3,b3970,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
219,EDL933_RS01060,chromosome,RNA,rRNA,4,25,2,Neutral,5S ribosomal RNA,---,64.7,b3759,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
220,EDL933_RS01065,chromosome,RNA,tRNA,3,33,4,Underrepresented,tRNA-Asp,---,63.6,b3760,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
221,EDL933_RS01070,chromosome,protein_coding,protein_coding,41,63,9,Neutral,"2,5-diketo-D-gluconic acid reductase B",WP_000997018.1,46.4,b0207,Not Essential,Q,,,,,,,,,,,,,,,,,,,,,,,
222,EDL933_RS01075,chromosome,protein_coding,protein_coding,47,49,16,Neutral,LysR family transcriptional regulator,WP_000648586.1,49.9,b0208,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
223,EDL933_RS01080,chromosome,protein_coding,protein_coding,43,74,28,Neutral,EEP domain-containing protein,WP_001230983.1,52.2,b0209,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
224,EDL933_RS01085,chromosome,protein_coding,protein_coding,43,63,30,Neutral,SAM-dependent methyltransferase,WP_000211693.1,49.0,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
225,EDL933_RS01090,chromosome,protein_coding,protein_coding,55,76,30,Neutral,murein transglycosylase D,WP_000644686.1,52.0,b0211,Not Essential,M,,,,,,,,,,,,,,,,,,,,,,,
226,EDL933_RS01095,chromosome,protein_coding,protein_coding,50,54,24,Neutral,hydroxyacylglutathione hydrolase,WP_001052715.1,40.5,b0212,Not Essential,R,,,,,,,,,,,,,,,,,,,,,,,
227,EDL933_RS01100,chromosome,protein_coding,protein_coding,29,62,25,Neutral,SAM-dependent methyltransferase,WP_001301721.1,49.2,b0213,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
228,EDL933_RS01105,chromosome,protein_coding,protein_coding,20,20,7,Underrepresented,ribonuclease HI,WP_000917883.1,50.6,b0214,Not Essential,L,,,,,,,,,,,,,,,,,,,,,,,
229,EDL933_RS01110,chromosome,protein_coding,protein_coding,34,6,2,Underrepresented,DNA polymerase III subunit epsilon,WP_001301976.1,51.1,b0215,Not Essential,L,,,,,,,,,,,,,,,,,,,,,,,
230,EDL933_RS01115,chromosome,RNA,tRNA,3,33,3,Underrepresented,tRNA-Asp,---,63.6,b3760,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
231,EDL933_RS01120,chromosome,protein_coding,protein_coding,43,28,7,Underrepresented,hypothetical protein,WP_001086136.1,42.3,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
232,EDL933_RS01125,chromosome,protein_coding,protein_coding,37,14,7,Underrepresented,hypothetical protein,WP_000583960.1,28.3,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
233,EDL933_RS01130,chromosome,protein_coding,protein_coding,37,22,7,Underrepresented,hypothetical protein,WP_001302684.1,34.0,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
234,EDL933_RS01135,chromosome,protein_coding,protein_coding,50,18,5,Underrepresented,hypothetical protein,WP_000099684.1,36.0,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
235,EDL933_RS29400,chromosome,protein_coding,protein_coding,17,12,2,Underrepresented,hypothetical protein,WP_000002701.1,28.4,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
236,EDL933_RS01140,chromosome,protein_coding,protein_coding,31,19,11,Underrepresented,type VI secretion system tube protein Hcp,WP_001284958.1,32.9,---,Not Essential,U,,,,,,,,,,,,,,,,,,,,,,,
237,EDL933_RS01145,chromosome,protein_coding,protein_coding,57,58,22,Neutral,membrane protein,WP_001087743.1,53.9,---,Not Essential,U,,,,,,,,,,,,,,,,,,,,,,,
238,EDL933_RS01150,chromosome,protein_coding,protein_coding,124,70,36,Neutral,type VI secretion system membrane subunit TssM,WP_001303798.1,56.7,---,Not Essential,U,,,,,,,,,,,,,,,,,,,,,,,
239,EDL933_RS29405,chromosome,protein_coding,protein_coding,31,68,25,Neutral,type VI secretion system protein TssA,WP_077626770.1,58.3,---,Not Essential,U,,,,,,,,,,,,,,,,,,,,,,,
240,EDL933_RS01165,chromosome,protein_coding,protein_coding,13,54,16,Neutral,type VI secretion system-associated protein TagO,WP_000088854.1,63.8,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
241,EDL933_RS01170,chromosome,protein_coding,protein_coding,68,62,26,Neutral,type VI secretion system ATPase TssH,WP_000614374.1,59.8,---,Not Essential,O,,,,,,,,,,,,,,,,,,,,,,,
242,EDL933_RS01175,chromosome,protein_coding,protein_coding,26,77,18,Neutral,membrane protein,WP_000343292.1,53.0,---,Not Essential,U,,,,,,,,,,,,,,,,,,,,,,,
243,EDL933_RS01180,chromosome,protein_coding,protein_coding,46,87,22,Neutral,type VI secretion system baseplate subunit TssK,WP_000246434.1,55.5,---,Not Essential,U,,,,,,,,,,,,,,,,,,,,,,,
244,EDL933_RS01185,chromosome,protein_coding,protein_coding,19,74,31,Neutral,type VI secretion system lipoprotein TssJ,WP_001080153.1,51.6,---,Not Essential,U,,,,,,,,,,,,,,,,,,,,,,,
245,EDL933_RS01190,chromosome,protein_coding,protein_coding,39,67,21,Neutral,type VI secretion system-associated FHA domain protein TagH,WP_001113707.1,57.0,---,Not Essential,TU,,,,,,,,,,,,,,,,,,,,,,,
246,EDL933_RS01195,chromosome,protein_coding,protein_coding,37,49,18,Neutral,type VI secretion system baseplate subunit TssG,WP_000348794.1,54.9,---,Not Essential,U,,,,,,,,,,,,,,,,,,,,,,,
247,EDL933_RS01200,chromosome,protein_coding,protein_coding,69,67,23,Neutral,type VI secretion system baseplate subunit TssF,WP_000393844.1,53.4,---,Not Essential,U,,,,,,,,,,,,,,,,,,,,,,,
248,EDL933_RS01205,chromosome,protein_coding,protein_coding,16,75,21,Neutral,type VI secretion system baseplate subunit TssE,WP_000599596.1,52.4,---,Not Essential,U,,,,,,,,,,,,,,,,,,,,,,,
249,EDL933_RS01210,chromosome,protein_coding,protein_coding,53,70,17,Neutral,type VI secretion system contractile sheath large subunit,WP_000056994.1,51.7,---,Not Essential,U,,,,,,,,,,,,,,,,,,,,,,,
250,EDL933_RS01215,chromosome,protein_coding,protein_coding,9,67,23,Neutral,hypothetical protein,WP_000123970.1,49.3,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
251,EDL933_RS01220,chromosome,protein_coding,protein_coding,18,56,24,Neutral,type VI secretion system contractile sheath small subunit,WP_000037399.1,50.5,---,Not Essential,U,,,,,,,,,,,,,,,,,,,,,,,
252,EDL933_RS01230,chromosome,protein_coding,protein_coding,17,82,28,Neutral,type VI secretion system tube protein Hcp,WP_001142958.1,53.9,---,Not Essential,U,,,,,,,,,,,,,,,,,,,,,,,
253,EDL933_RS01235,chromosome,protein_coding,protein_coding,9,78,19,Neutral,hypothetical protein,WP_001301972.1,52.2,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
254,EDL933_RS01240,chromosome,protein_coding,protein_coding,68,74,24,Neutral,type VI secretion system tip protein VgrG,WP_000103125.1,55.6,---,Not Essential,UXR,,,,,,,,,,,,,,,,,,,,,,,
