Position,Locus Tag,Replicon,Class - General,Class - Specific,# TA Sites,% Sites Hit,Reads per Site Hit,EL-ARTIST Call,Symbol,Gene Function,Protein ID,Call in Keio Collection,,,,,,,
168,b0172,chromosome,Protein_Coding,protein_coding,17,0,0,Underrepresented,frr,ribosome recycling factor,WP_000622418.1,Essential,,,,,,,
169,b0173,chromosome,Protein_Coding,protein_coding,42,0,0,Underrepresented,dxr,1-deoxy-D-xylulose 5-phosphate reductoisomerase,WP_000811923.1,Essential,,,,,,,
170,b0174,chromosome,Protein_Coding,protein_coding,39,0,0,Underrepresented,ispU,undecaprenyl pyrophosphate synthase,WP_000979579.1,Essential,,,,,,,
171,b0175,chromosome,Protein_Coding,protein_coding,48,0,0,Underrepresented,cdsA,CDP-diglyceride synthase,WP_000922446.1,Essential,,,,,,,
172,b0176,chromosome,Protein_Coding,protein_coding,59,0,0,Underrepresented,rseP,"inner membrane zinc RIP metalloprotease; RpoE activator, by degrading RseA; cleaved signal peptide endoprotease",WP_001295561.1,Essential,,,,,,,
173,b0177,chromosome,Protein_Coding,protein_coding,135,0,0,Underrepresented,bamA,BamABCDE complex OM biogenesis outer membrane pore-forming assembly factor,WP_001240896.1,Essential,,,,,,,
174,b0178,chromosome,Protein_Coding,protein_coding,16,25,38,Underrepresented,skp,periplasmic chaperone,WP_000758956.1,Not Essential,,,,,,,
175,b0179,chromosome,Protein_Coding,protein_coding,41,2,2,Underrepresented,lpxD,UDP-3-O-(3-hydroxymyristoyl)-glucosamine N-acyltransferase,WP_001139279.1,Essential,,,,,,,
176,b0180,chromosome,Protein_Coding,protein_coding,16,0,0,Underrepresented,fabZ,(3R)-hydroxymyristol acyl carrier protein dehydratase,WP_000210739.1,Essential,,,,,,,
177,b0181,chromosome,Protein_Coding,protein_coding,30,0,0,Underrepresented,lpxA,UDP-N-acetylglucosamine acetyltransferase,WP_000565966.1,Essential,,,,,,,
178,b0182,chromosome,Protein_Coding,protein_coding,34,0,0,Underrepresented,lpxB,tetraacyldisaccharide-1-P synthase,WP_000139654.1,Essential,,,,,,,
179,b0183,chromosome,Protein_Coding,protein_coding,13,46,33,Regional,rnhB,"ribonuclease HII, degrades RNA of DNA-RNA hybrids",WP_000569430.1,Not Essential,,,,,,,
180,b0184,chromosome,Protein_Coding,protein_coding,136,0,0,Underrepresented,dnaE,DNA polymerase III alpha subunit,WP_001294757.1,Essential,,,,,,,
181,b0185,chromosome,Protein_Coding,protein_coding,36,8,84,Underrepresented,accA,"acetyl-CoA carboxylase, carboxytransferase, alpha subunit",WP_000055741.1,Essential,,,,,,,
182,b0186,chromosome,Protein_Coding,protein_coding,99,76,44,Neutral,ldcC,"lysine decarboxylase 2, constitutive",WP_001020973.1,Not Essential,,,,,,,
183,b0187,chromosome,Protein_Coding,protein_coding,15,73,18,Neutral,yaeR,putative lyase,WP_000901099.1,Not Essential,,,,,,,
184,b0188,chromosome,Protein_Coding,protein_coding,36,6,23,Underrepresented,tilS,tRNA(Ile)-lysidine synthetase,WP_000176549.1,Essential,,,,,,,
185,b0189,chromosome,Protein_Coding,protein_coding,12,67,40,Neutral,rof,modulator of Rho-dependent transcription termination,WP_001299435.1,Not Essential,,,,,,,
186,b4406,chromosome,Protein_Coding,protein_coding,9,89,50,Neutral,yaeP,UPF0253 family protein,WP_000417058.1,Not Essential,,,,,,,
187,b0190,chromosome,Protein_Coding,protein_coding,20,70,48,Neutral,yaeQ,PDDEXK superfamily protein,WP_001185290.1,Not Essential,,,,,,,
188,b0191,chromosome,Protein_Coding,protein_coding,12,83,17,Neutral,arfB,"alternative stalled-ribosome rescue factor B; peptidyl-tRNA hydrolase, ribosome-attached",WP_000635537.1,Not Essential,,,,,,,
189,b0192,chromosome,Protein_Coding,protein_coding,35,71,36,Neutral,nlpE,lipoprotein involved with copper homeostasis and adhesion,WP_000239163.1,Not Essential,,,,,,,
190,b0193,chromosome,Protein_Coding,protein_coding,34,65,52,Neutral,yaeF,putative lipoprotein,WP_001336393.1,Not Essential,,,,,,,
191,b0194,chromosome,Protein_Coding,protein_coding,64,0,0,Underrepresented,proS,prolyl-tRNA synthetase,WP_001260717.1,Essential,,,,,,,
192,b0195,chromosome,Protein_Coding,protein_coding,28,50,17,Neutral,tsaA,"tRNA-Thr(GGU) m(6)t(6)A37 methyltransferase, SAM-dependent",WP_000094011.1,Not Essential,,,,,,,
193,b0196,chromosome,Protein_Coding,protein_coding,21,86,33,Neutral,rcsF,putative outer membrane protein,WP_001202329.1,Not Essential,,,,,,,
194,b0197,chromosome,Protein_Coding,protein_coding,27,67,23,Neutral,metQ,DL-methionine transporter subunit,WP_000874226.1,Not Essential,,,,,,,
195,b0198,chromosome,Protein_Coding,protein_coding,33,70,47,Neutral,metI,DL-methionine transporter subunit,WP_001294600.1,Not Essential,,,,,,,
196,b0199,chromosome,Protein_Coding,protein_coding,34,71,42,Neutral,metN,DL-methionine transporter subunit,WP_000594006.1,Not Essential,,,,,,,
197,b0200,chromosome,Protein_Coding,protein_coding,29,0,0,Underrepresented,gmhB,"D,D-heptose 1,7-bisphosphate phosphatase",WP_001140187.1,Not Essential,,,,,,,
198,b0201,chromosome,RNA,rRNA,68,82,13,Neutral,rrsH,16S ribosomal RNA of rrnH operon,---,Not Essential,,,,,,,
199,b0202,chromosome,RNA,tRNA,4,25,30,Neutral,ileV,tRNA-Ile,---,Not Essential,,,,,,,
200,b0203,chromosome,RNA,tRNA,3,100,15,Neutral,alaV,tRNA-Ala,---,Not Essential,,,,,,,
201,b0204,chromosome,RNA,rRNA,148,79,14,Neutral,rrlH,23S ribosomal RNA of rrnH operon,---,Not Essential,,,,,,,
202,b0205,chromosome,RNA,rRNA,4,50,11,Neutral,rrfH,5S ribosomal RNA of rrnH operon,---,Not Essential,,,,,,,
203,b0206,chromosome,RNA,tRNA,3,33,7,Neutral,aspU,tRNA-Asp,---,Not Essential,,,,,,,
204,b0207,chromosome,Protein_Coding,protein_coding,43,54,22,Neutral,dkgB,"2,5-diketo-D-gluconate reductase B",WP_000997010.1,Not Essential,,,,,,,
205,b0208,chromosome,Protein_Coding,protein_coding,47,64,20,Neutral,yafC,LysR family putative transcriptional regulator,WP_000648572.1,Not Essential,,,,,,,
206,b0209,chromosome,Protein_Coding,protein_coding,43,91,35,Neutral,yafD,endo/exonuclease/phosphatase family protein,WP_001230983.1,Not Essential,,,,,,,
207,b0210,chromosome,Protein_Coding,protein_coding,35,74,44,Neutral,yafE,putative S-adenosyl-L-methionine-dependent methyltransferase,WP_000016007.1,Not Essential,,,,,,,
208,b0211,chromosome,Protein_Coding,protein_coding,54,72,65,Neutral,mltD,putative membrane-bound lytic murein transglycosylase D,WP_000644685.1,Not Essential,,,,,,,
209,b0212,chromosome,Protein_Coding,protein_coding,51,45,26,Regional,gloB,hydroxyacylglutathione hydrolase,WP_001052715.1,Not Essential,,,,,,,
210,b0213,chromosome,Protein_Coding,protein_coding,28,57,29,Neutral,yafS,putative S-adenosyl-L-methionine-dependent methyltransferase,WP_001326702.1,Not Essential,,,,,,,
211,b0214,chromosome,Protein_Coding,protein_coding,20,10,35,Underrepresented,rnhA,"ribonuclease HI, degrades RNA of DNA-RNA hybrids",WP_000917883.1,Not Essential,,,,,,,
212,b0215,chromosome,Protein_Coding,protein_coding,33,3,47,Underrepresented,dnaQ,DNA polymerase III epsilon subunit,WP_001340895.1,Not Essential,,,,,,,
213,b0216,chromosome,RNA,tRNA,3,33,15,Underrepresented,aspV,tRNA-Asp,---,Not Essential,,,,,,,
214,b0217,chromosome,Protein_Coding,protein_coding,45,29,9,Regional,yafT,lipoprotein,WP_001086141.1,Not Essential,,,,,,,
215,b4586,chromosome,Protein_Coding,protein_coding,52,4,1,Underrepresented,ykfM,"lethality reduction protein, putative inner membrane protein",WP_001236645.1,Not Essential,,,,,,,
216,b0218,chromosome,Pseudogene,pseudogene,23,44,17,Regional,yafU,---,---,Not Essential,,,,,,,
217,b4503,chromosome,Pseudogene,pseudogene,15,80,14,Neutral,yafF,---,---,Not Essential,,,,,,,
218,b0219,chromosome,Protein_Coding,protein_coding,29,79,29,Neutral,yafV,putative NAD(P)-binding C-N hydrolase family amidase,WP_001118036.1,Not Essential,,,,,,,
219,b0220,chromosome,Protein_Coding,protein_coding,20,85,54,Neutral,ivy,"inhibitor of c-type lysozyme, periplasmic",WP_000532698.1,Not Essential,,,,,,,
220,b0221,chromosome,Protein_Coding,protein_coding,85,52,21,Neutral,fadE,acyl coenzyme A dehydrogenase,WP_000973083.1,Not Essential,,,,,,,
221,b0222,chromosome,Protein_Coding,protein_coding,28,7,24,Underrepresented,gmhA,D-sedoheptulose 7-phosphate isomerase,WP_000284050.1,Not Essential,,,,,,,
222,b0223,chromosome,Protein_Coding,protein_coding,37,70,40,Neutral,yafJ,type 2 glutamine amidotransferase family protein,WP_000333380.1,Not Essential,,,,,,,
223,b0224,chromosome,Protein_Coding,protein_coding,42,71,31,Neutral,yafK,"L,D-transpeptidase-related protein",WP_001225679.1,Not Essential,,,,,,,
224,b0225,chromosome,Protein_Coding,protein_coding,22,32,11,Neutral,yafQ,mRNA interferase toxin of toxin-antitoxin pair YafQ/DinJ,WP_000615983.1,Not Essential,,,,,,,
225,b0226,chromosome,Protein_Coding,protein_coding,11,36,21,Regional,dinJ,antitoxin of YafQ-DinJ toxin-antitoxin system,WP_000729703.1,Not Essential,,,,,,,
226,b0227,chromosome,Protein_Coding,protein_coding,32,69,46,Neutral,yafL,putative lipoprotein and C40 family peptidase,WP_000056849.1,Not Essential,,,,,,,
227,b0228,chromosome,Protein_Coding,protein_coding,30,60,38,Neutral,rayT,RAYT REP element-mobilizing transposase; TnpA(REP),WP_000006255.1,Not Essential,,,,,,,
228,b0229,chromosome,Pseudogene,pseudogene,57,63,41,Neutral,lfhA,---,---,Not Essential,,,,,,,
229,b0230,chromosome,Pseudogene,pseudogene,30,73,27,Neutral,lafU,---,---,Not Essential,,,,,,,
230,b0231,chromosome,Protein_Coding,protein_coding,35,49,30,Neutral,dinB,DNA polymerase IV,WP_001226164.1,Not Essential,,,,,,,
231,b0232,chromosome,Protein_Coding,protein_coding,19,5,2,Underrepresented,yafN,antitoxin of the YafO-YafN toxin-antitoxin system,WP_000554758.1,Not Essential,,,,,,,
232,b0233,chromosome,Protein_Coding,protein_coding,19,68,24,Neutral,yafO,mRNA interferase toxin of the YafO-YafN toxin-antitoxin system,WP_001263489.1,Not Essential,,,,,,,
233,b0234,chromosome,Protein_Coding,protein_coding,29,38,7,Regional,yafP,GNAT family putative N-acetyltransferase,WP_001059892.1,Not Essential,,,,,,,
234,b0235,chromosome,Pseudogene,pseudogene,12,67,15,Neutral,ykfJ,---,---,Not Essential,,,,,,,
235,b0236,chromosome,Pseudogene,pseudogene,17,47,50,Neutral,prfH,---,---,Not Essential,,,,,,,
236,b0237,chromosome,Protein_Coding,protein_coding,58,43,18,Neutral,pepD,aminoacyl-histidine dipeptidase (peptidase D),WP_001292994.1,Not Essential,,,,,,,
237,b0238,chromosome,Protein_Coding,protein_coding,21,43,12,Neutral,gpt,xanthine phosphoribosyltransferase; xanthine-guanine phosphoribosyltransferase,WP_001291990.1,Not Essential,,,,,,,
238,b0239,chromosome,Protein_Coding,protein_coding,49,59,39,Neutral,frsA,fermentation-respiration switch protein; PTS Enzyme IIA(Glc)-binding protein; pNP-butyrate esterase activity,WP_000189532.1,Not Essential,,,,,,,
239,b0240,chromosome,Pseudogene,pseudogene,49,69,22,Neutral,crl,---,---,Not Essential,,,,,,,
240,b0241,chromosome,Protein_Coding,protein_coding,65,34,20,Regional,phoE,outer membrane phosphoporin protein E,WP_000749863.1,Not Essential,,,,,,,
241,b0242,chromosome,Protein_Coding,protein_coding,38,61,46,Neutral,proB,gamma-glutamate kinase,WP_001285288.1,Not Essential,,,,,,,
242,b0243,chromosome,Protein_Coding,protein_coding,46,63,45,Neutral,proA,gamma-glutamylphosphate reductase,WP_000893278.1,Not Essential,,,,,,,
243,b0244,chromosome,RNA,tRNA,7,57,43,Neutral,thrW,tRNA-Thr,---,Not Essential,,,,,,,
244,b4626,chromosome,Pseudogene,pseudogene,5,100,22,Neutral,ykfN,---,---,Not Essential,,,,,,,
245,b0245,chromosome,Protein_Coding,protein_coding,16,69,17,Neutral,ykfI,CP4-6 prophage; toxin of the YkfI-YafW toxin-antitoxin system,WP_000854672.1,Not Essential,,,,,,,
246,b0246,chromosome,Protein_Coding,protein_coding,12,67,133,Neutral,yafW,CP4-6 prophage; antitoxin of the YkfI-YafW toxin-antitoxin system,WP_000070395.1,Not Essential,,,,,,,
247,b4504,chromosome,Protein_Coding,protein_coding,13,77,66,Neutral,ykfH,uncharacterized protein,WP_000691994.1,Not Essential,,,,,,,
248,b0247,chromosome,Protein_Coding,protein_coding,12,58,28,Neutral,ykfG,CP4-6 prophage; RadC-like JAB domain protein,WP_000811693.1,Not Essential,,,,,,,
249,b0248,chromosome,Protein_Coding,protein_coding,21,81,65,Neutral,yafX,CP4-6 prophage; uncharacterized protein,WP_000211838.1,Not Essential,,,,,,,
250,b0249,chromosome,Protein_Coding,protein_coding,8,75,78,Neutral,ykfF,CP4-6 prophage; uncharacterized protein,WP_000194654.1,Not Essential,,,,,,,
251,b0250,chromosome,Protein_Coding,protein_coding,21,81,66,Neutral,ykfB,CP4-6 prophage; uncharacterized protein,WP_001547765.1,Not Essential,,,,,,,
252,b0251,chromosome,Protein_Coding,protein_coding,21,71,52,Neutral,yafY,"lipoprotein, inner membrane; degP regulator; CP4-6 prophage",WP_000824223.1,Not Essential,,,,,,,
253,b4627,chromosome,Pseudogene,pseudogene,4,75,37,Neutral,ykfL,---,---,Not Essential,,,,,,,
254,b4628,chromosome,Pseudogene,pseudogene,5,60,111,Neutral,ykfK,---,---,Not Essential,,,,,,,
255,b0252,chromosome,Protein_Coding,protein_coding,28,75,77,Neutral,yafZ,CP4-6 prophage; conserved protein,WP_000197389.1,Not Essential,,,,,,,
256,b0253,chromosome,Protein_Coding,protein_coding,35,80,39,Neutral,ykfA,CP4-6 prophage; putative GTP-binding protein,WP_001065553.1,Not Essential,,,,,,,
257,b0254,chromosome,Protein_Coding,protein_coding,41,78,29,Neutral,perR,CP4-6 prophage; putative DNA-binding transcriptional regulator,WP_000770246.1,Not Essential,,,,,,,
258,b4587,chromosome,Pseudogene,pseudogene,76,82,40,Neutral,insN,---,---,Not Essential,,,,,,,
259,b0256,chromosome,Protein_Coding,protein_coding,61,87,28,Neutral,insI1,IS30 transposase,WP_001254938.1,Not Essential,,,,,,,
260,b4587,chromosome,Pseudogene,pseudogene,76,82,40,Neutral,insN,---,---,Not Essential,,,,,,,
261,b4690,chromosome,RNA,ncRNA,2,100,63,Neutral,eyeA,"novel sRNA, function unknown, CP4-6 propahge",---,Not Essential,,,,,,,
262,b0258,chromosome,Pseudogene,pseudogene,37,76,41,Neutral,ykfC,---,---,Not Essential,,,,,,,
263,b0259,chromosome,Protein_Coding,protein_coding,20,95,24,Neutral,insH1,IS5 transposase and trans-activator,WP_010723085.1,Not Essential,,,,,,,
264,b0260,chromosome,Protein_Coding,protein_coding,58,62,41,Neutral,mmuP,CP4-6 prophage; putative S-methylmethionine transporter,WP_001393629.1,Not Essential,,,,,,,
265,b0261,chromosome,Protein_Coding,protein_coding,32,59,51,Neutral,mmuM,CP4-6 prophage; S-methylmethionine:homocysteine methyltransferase,WP_000081352.1,Not Essential,,,,,,,
266,b0262,chromosome,Protein_Coding,protein_coding,36,75,60,Neutral,afuC,CP4-6 prophage; putative ferric transporter subunit,WP_000192349.1,Not Essential,,,,,,,
267,b0263,chromosome,Pseudogene,pseudogene,14,79,54,Neutral,afuB,---,---,Not Essential,,,,,,,
268,b0264,chromosome,Protein_Coding,protein_coding,18,83,27,Neutral,insB1,IS1 transposase B,WP_001119292.1,Not Essential,,,,,,,
269,b0265,chromosome,Protein_Coding,protein_coding,11,73,21,Neutral,insA,IS1 repressor TnpA,WP_000179210.1,Not Essential,,,,,,,
270,b4708,chromosome,Pseudogene,pseudogene,8,88,32,Neutral,insI1,---,---,Not Essential,,,,,,,
271,b4505,chromosome,Pseudogene,pseudogene,13,62,22,Neutral,insX,---,---,Not Essential,,,,,,,
272,b0266,chromosome,Pseudogene,pseudogene,14,71,134,Neutral,yagB,---,---,Not Essential,,,,,,,
273,b0267,chromosome,Protein_Coding,protein_coding,28,64,66,Neutral,yagA,CP4-6 prophage; putative DNA-binding transcriptional regulator,WP_010723086.1,Not Essential,,,,,,,
274,b0268,chromosome,Protein_Coding,protein_coding,19,42,34,Neutral,yagE,2-keto-3-deoxy gluconate (KDG) aldolase; CP4-6 prophage,WP_001136613.1,Not Essential,,,,,,,
275,b0269,chromosome,Protein_Coding,protein_coding,31,55,44,Neutral,yagF,CP4-6 prophage; dehydratase family protein,WP_000151261.1,Not Essential,,,,,,,
276,b0270,chromosome,Protein_Coding,protein_coding,32,78,57,Neutral,yagG,CP4-6 prophage; putative sugar transporter,WP_000192863.1,Not Essential,,,,,,,
277,b0271,chromosome,Protein_Coding,protein_coding,46,72,76,Neutral,yagH,CP4-6 prophage; putative xylosidase/arabinosidase,WP_000406871.1,Not Essential,,,,,,,
278,b0272,chromosome,Protein_Coding,protein_coding,20,75,40,Neutral,yagI,CP4-6 prophage; putative DNA-binding transcriptional regulator,WP_001121657.1,Not Essential,,,,,,,
279,b0273,chromosome,Protein_Coding,protein_coding,27,59,51,Regional,argF,"ornithine carbamoyltransferase 2, chain F; CP4-6 prophage",WP_001281825.1,Not Essential,,,,,,,
280,b4688,chromosome,Pseudogene,pseudogene,12,75,33,Neutral,ykgS,---,---,Not Essential,,,,,,,
281,b0274,chromosome,Protein_Coding,protein_coding,21,86,25,Neutral,insB1,IS1 transposase B,WP_001119292.1,Not Essential,,,,,,,
282,b0275,chromosome,Protein_Coding,protein_coding,8,88,21,Neutral,insA,IS1 repressor TnpA,WP_000179210.1,Not Essential,,,,,,,
283,b0276,chromosome,Pseudogene,pseudogene,34,82,41,Neutral,yagJ,---,---,Not Essential,,,,,,,
284,b0277,chromosome,Protein_Coding,protein_coding,52,60,28,Neutral,yagK,CP4-6 prophage; conserved protein,WP_000860996.1,Not Essential,,,,,,,
285,b0278,chromosome,Protein_Coding,protein_coding,47,34,7,Regional,yagL,CP4-6 prophage; DNA-binding protein,WP_001214248.1,Not Essential,,,,,,,
286,b0279,chromosome,Protein_Coding,protein_coding,64,20,13,Underrepresented,yagM,CP4-6 prophage; uncharacterized protein,WP_000072039.1,Not Essential,,,,,,,
287,b0280,chromosome,Protein_Coding,protein_coding,26,81,28,Neutral,yagN,CP4-6 prophage; uncharacterized protein,WP_000224818.1,Not Essential,,,,,,,
288,b0281,chromosome,Protein_Coding,protein_coding,81,73,28,Neutral,intF,CP4-6 prophage; putative phage integrase,WP_001407714.1,Not Essential,,,,,,,
289,b4629,chromosome,RNA,tRNA_pseudogene,4,50,8,Neutral,ptwF,tRNA-OTHER,---,Not Essential,,,,,,,
290,b4694,chromosome,Pseudogene,pseudogene,15,80,23,Neutral,yagP,---,---,Not Essential,,,,,,,
291,b4695,chromosome,Pseudogene,pseudogene,1,100,22,Neutral,ykgT,---,---,Not Essential,,,,,,,
292,b0283,chromosome,Protein_Coding,protein_coding,22,59,15,Neutral,paoD,moco insertion factor for PaoABC aldehyde oxidoreductase,WP_000121359.1,Not Essential,,,,,,,
293,b0284,chromosome,Protein_Coding,protein_coding,71,55,31,Neutral,paoC,"PaoABC aldehyde oxidoreductase, Moco-containing subunit",WP_000667026.1,Not Essential,,,,,,,
294,b0285,chromosome,Protein_Coding,protein_coding,38,58,53,Neutral,paoB,"PaoABC aldehyde oxidoreductase, FAD-containing subunit",WP_000643333.1,Not Essential,,,,,,,
295,b0286,chromosome,Protein_Coding,protein_coding,23,61,68,Neutral,paoA,"PaoABC aldehyde oxidoreductase, 2Fe-2S subunit",WP_000070700.1,Not Essential,,,,,,,
296,b0287,chromosome,Protein_Coding,protein_coding,30,70,23,Neutral,yagU,DUF1440 family inner membrane acid resistance protein,WP_001019920.1,Not Essential,,,,,,,
297,b0288,chromosome,Protein_Coding,protein_coding,14,64,17,Neutral,ykgJ,UPF0153 cysteine cluster protein,WP_001303809.1,Not Essential,,,,,,,
298,b0289,chromosome,Protein_Coding,protein_coding,36,75,59,Neutral,ecpE,ECP production pilus chaperone,WP_001350485.1,Not Essential,,,,,,,
299,b0290,chromosome,Protein_Coding,protein_coding,84,74,44,Neutral,ecpD,polymerized tip adhesin of ECP fibers,WP_001310578.1,Not Essential,,,,,,,
300,b0291,chromosome,Protein_Coding,protein_coding,106,71,32,Neutral,ecpC,ECP production outer membrane protein,WP_001131096.1,Not Essential,,,,,,,
301,b0292,chromosome,Protein_Coding,protein_coding,28,61,39,Neutral,ecpB,ECP production pilus chaperone,WP_000716398.1,Not Essential,,,,,,,
